CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
10581600,03/09/2019 11:17:00 AM,03/12/2019 03:10:01 AM,03/12/2019 03:10:01 AM,Closed,The sign shop has completed and closed this request.,DPT SignShop Queue,Graffiti,Graffiti on Sign,Sign - Offensive,"1615 32ND AVE, SAN FRANCISCO, CA, 94122",32ND AVE,4,Outer Sunset,TARAVAL,37.7570022,-122.4908813,"(37.7570022, -122.4908813)",Web,
10581602,03/09/2019 11:17:00 AM,03/19/2019 02:39:00 PM,03/19/2019 02:39:00 PM,Closed,,PUC - Water - Graffiti Queue,Damaged Property,Damaged other,other,"701 BRODERICK ST, SAN FRANCISCO, CA, 94117",BRODERICK ST,5,Western Addition,PARK,37.776725,-122.439903333333,"(37.776725, -122.43990333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581602/photos
10581603,03/09/2019 11:17:00 AM,03/21/2019 02:14:00 PM,03/21/2019 02:14:00 PM,Closed,"This request is a duplicate; SR# 10581290 transferred to Paul Stanis, Livable Streets section.",SFMTA - Livable Streets Queue,General Request - MTA,request_for_service,traffic_engineering - request_for_service,Intersection of HOWARD ST and 6TH ST,HOWARD ST,6,South of Market,SOUTHERN,37.779739379883,-122.407157897949,"(37.77973938, -122.4071579)",Twitter,
10581599,03/09/2019 11:17:00 AM,07/08/2019 08:35:25 AM,07/08/2019 08:35:25 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"1611 32ND AVE, SAN FRANCISCO, CA, 94122",32ND AVE,4,Outer Sunset,TARAVAL,37.7570707,-122.4908703,"(37.7570707, -122.4908703)",Web,
10581606,03/09/2019 11:18:00 AM,03/21/2019 11:53:03 AM,03/21/2019 11:53:03 AM,Closed,Customer may follow up with Muni Customer Service if desired at 415.701.5649 or MuniCustomerService@SFMTA.com,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Inattentiveness_Negligence,201_Pass_Up_Did_Not_Wait_for_Transferee,Intersection of MARKET ST and VAN NESS AVE,MARKET ST,6,South of Market,SOUTHERN,37.775146484375,-122.419258117676,"(37.77514648, -122.41925812)",Phone,
10581609,03/09/2019 11:19:00 AM,03/10/2019 05:19:00 PM,03/10/2019 05:19:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Medical Waste,Needles,"106 PIERCE ST, SAN FRANCISCO, CA, 94117",PIERCE ST,5,Lower Haight,NORTHERN,37.770911666667,-122.433533333333,"(37.77091167, -122.43353333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581609/photos
10581608,03/09/2019 11:19:00 AM,03/09/2019 11:23:17 AM,03/09/2019 11:23:17 AM,Closed,See CAD# 190681340 for details.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,Blue - Toyota tacoma - 8N80933,"647 LYON ST, SAN FRANCISCO, CA, 94117",LYON ST,5,Western Addition,PARK,37.7767978,-122.4434603,"(37.7767978, -122.4434603)",Web,http://mobile311.sfgov.org/reports/10581608/photos
10581607,03/09/2019 11:19:11 AM,03/09/2019 12:00:16 PM,03/09/2019 12:00:16 PM,Closed,Pickup completed.                                 321 9AV GARBEAG BABS; 24AV CALIFORNIA FURNITHER; 3,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"800 27TH AVE, SAN FRANCISCO, CA, 94121",27TH AVE,1,Outer Richmond,RICHMOND,37.774215215963,-122.486285991084,"(37.77421522, -122.48628599)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581607/photos
10581615,03/09/2019 11:21:00 AM,03/11/2019 05:53:03 AM,03/11/2019 05:53:03 AM,Closed,"Per email, encampment gone.",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"77 OAKWOOD ST, SAN FRANCISCO, CA, 94110",OAKWOOD ST,8,Mission Dolores,MISSION,37.760326,-122.424862,"(37.760326, -122.424862)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581615/photos
10581613,03/09/2019 11:21:00 AM,03/10/2019 10:27:00 AM,03/10/2019 10:27:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"845 POLK ST, SAN FRANCISCO, CA, 94109",POLK ST,6,Tenderloin,NORTHERN,37.784751522999,-122.419570651321,"(37.78475152, -122.41957065)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581613/photos
10581612,03/09/2019 11:21:00 AM,03/09/2019 11:34:30 AM,03/09/2019 11:34:30 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 23RD ST and TREAT AVE,23RD ST,9,Mission,MISSION,37.754165649414,-122.413139343262,"(37.75416565, -122.41313934)",Phone,
10581619,03/09/2019 11:21:00 AM,07/08/2019 08:35:30 AM,07/08/2019 08:35:30 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"65 RAYMOND AVE, SAN FRANCISCO, CA, 94134",RAYMOND AVE,10,Visitacion Valley,INGLESIDE,37.712266307899,-122.404602302328,"(37.71226631, -122.4046023)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581619/photos
10581622,03/09/2019 11:22:54 AM,03/09/2019 11:50:00 AM,03/09/2019 11:50:00 AM,Closed,needs steamer,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of SUTTER ST and SANSOME ST,SUTTER ST,3,Financial District,CENTRAL,37.7902360237,-122.400604582249,"(37.79023602, -122.40060458)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581622/photos
10581623,03/09/2019 11:23:00 AM,03/09/2019 12:05:33 PM,03/09/2019 12:05:33 PM,Closed,Officer responded to request under CAD # 190681355. Issue was addressed.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Tow,Dark red - Honda CR-V - 7EVB899,"3140 21ST ST, SAN FRANCISCO, CA, 94110",21ST ST,9,Mission,MISSION,37.757332,-122.4176,"(37.757332, -122.4176)",Web,http://mobile311.sfgov.org/reports/10581623/photos
10581624,03/09/2019 11:23:16 AM,03/11/2019 10:33:00 AM,03/11/2019 10:33:00 AM,Closed,"DPH Environmental Health, Consumer Protection will investigate complaint. 415-252-3804",DPH - Environmental Health - G,General Request - DPH,complaint,environmental_health - complaint,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,
10581631,03/09/2019 11:24:00 AM,03/11/2019 11:00:01 AM,03/11/2019 11:00:01 AM,Closed,meter shop has closed this request,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,Intersection of POST ST and FILLMORE ST,POST ST,5,Lower Pacific Heights,NORTHERN,37.785152435303,-122.433082580566,"(37.78515244, -122.43308258)",Phone,
10581629,03/09/2019 11:24:14 AM,03/11/2019 12:47:42 PM,03/11/2019 12:47:42 PM,Closed,"Encampment Removed
Close Note: gone on arrival.",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"68 MCCOPPIN ST, SAN FRANCISCO, CA, 94103",MCCOPPIN ST,6,South of Market,SOUTHERN,37.771729295896,-122.421802281263,"(37.7717293, -122.42180228)",Mobile/Open311,
10581630,03/09/2019 11:24:25 AM,03/09/2019 11:52:00 AM,03/09/2019 11:52:00 AM,Closed,needs packer,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of SUTTER ST and SANSOME ST,SUTTER ST,3,Financial District,CENTRAL,37.79026140211,-122.400625235779,"(37.7902614, -122.40062524)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581630/photos
10581632,03/09/2019 11:25:00 AM,03/09/2019 11:37:14 AM,03/09/2019 11:37:14 AM,Closed,WASTE NOT FOUND                                   .,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of GAVEN ST and SAN BRUNO AVE,GAVEN ST,9,Portola,BAYVIEW,37.734016418457,-122.406517028809,"(37.73401642, -122.40651703)",Phone,
10581634,03/09/2019 11:25:51 AM,,04/03/2019 08:50:03 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2901 23RD ST, SAN FRANCISCO, CA, 94110",23RD ST,9,Mission,MISSION,37.754283905029,-122.41024017334,"(37.75428391, -122.41024017)",Integrated Agency,
10581635,03/09/2019 11:25:52 AM,,03/20/2019 08:35:16 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1004 TREAT AVE, SAN FRANCISCO, CA, 94110",TREAT AVE,9,Mission,MISSION,37.754051208496,-122.413200378418,"(37.75405121, -122.41320038)",Integrated Agency,
10581636,03/09/2019 11:25:53 AM,,03/15/2019 08:10:02 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"225 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,6,South of Market,SOUTHERN,37.779514312744,-122.406600952148,"(37.77951431, -122.40660095)",Integrated Agency,
10581637,03/09/2019 11:25:54 AM,,03/13/2019 08:25:01 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2820 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.752094268799,-122.414237976074,"(37.75209427, -122.41423798)",Integrated Agency,
10581638,03/09/2019 11:25:55 AM,,04/10/2019 09:00:03 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2834 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Mission,MISSION,37.751956939697,-122.414192199707,"(37.75195694, -122.4141922)",Integrated Agency,
10581639,03/09/2019 11:26:00 AM,03/09/2019 12:20:50 PM,03/09/2019 12:20:50 PM,Closed,Officer responded to request under CAD # 190681374.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,grey - Toyota Corolla - 7ZHG601,"171 14TH AVE, SAN FRANCISCO, CA, 94118",14TH AVE,1,Lake Street,RICHMOND,37.78497796,-122.47329885,"(37.78497796, -122.47329885)",Phone,
10581642,03/09/2019 11:27:00 AM,03/09/2019 11:53:41 AM,03/09/2019 11:53:41 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of HALE ST and SAN BRUNO AVE,HALE ST,9,Portola,BAYVIEW,37.732963562012,-122.405906677246,"(37.73296356, -122.40590668)",Phone,
10581643,03/09/2019 11:27:39 AM,03/09/2019 11:27:51 AM,03/09/2019 11:27:51 AM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"411 VALENCIA ST, SAN FRANCISCO, CA, 94103",VALENCIA ST,9,Mission,MISSION,37.766276274625,-122.421948395414,"(37.76627627, -122.4219484)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581643/photos
10581644,03/09/2019 11:28:00 AM,03/09/2019 12:57:22 PM,03/09/2019 12:57:22 PM,Closed,Police Officer responded to request under CAD # 190681375. Advised of violation.,Parking Enforcement Dispatch Queue,Parking Enforcement,Other_Illegal_Parking,Black  -  - 3WZZ410,"52 MELRA CT, SAN FRANCISCO, CA, 94134",MELRA CT,10,Visitacion Valley,INGLESIDE,37.70944584,-122.41098287,"(37.70944584, -122.41098287)",Phone,
10581647,03/09/2019 11:29:00 AM,03/09/2019 12:28:00 PM,03/09/2019 12:28:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"400 MCALLISTER ST, SAN FRANCISCO, CA, 94102",MCALLISTER ST,6,Civic Center,NORTHERN,37.780780373176,-122.419126778955,"(37.78078037, -122.41912678)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581647/photos
10581645,03/09/2019 11:29:00 AM,03/13/2019 12:25:13 AM,03/13/2019 12:25:13 AM,Closed,,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,request_for_service,bses - request_for_service,"100 MORRIS ST, SAN FRANCISCO, CA, 94107",MORRIS ST,6,South of Market,SOUTHERN,37.776402414548,-122.40192248882,"(37.77640241, -122.40192249)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581645/photos
10581651,03/09/2019 11:30:00 AM,03/09/2019 11:53:34 AM,03/09/2019 11:53:34 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of SAN BRUNO AVE and RICKARD ST,SAN BRUNO AVE,9,Portola,BAYVIEW,37.734519958496,-122.406814575195,"(37.73451996, -122.40681458)",Phone,
10581650,03/09/2019 11:30:00 AM,03/09/2019 12:05:30 PM,03/09/2019 12:05:30 PM,Closed,Transferred via telephone to HSOC -  HSOC given to Fire department,DPW Ops Queue,Sewer Issues,Flooding,On_street,Intersection of LAWTON ST and 7TH AVE,LAWTON ST,7,Inner Sunset,PARK,37.7585456,-122.4637898,"(37.7585456, -122.4637898)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581650/photos
10581652,03/09/2019 11:30:00 AM,03/09/2019 01:13:00 PM,03/09/2019 01:13:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1160 FLORIDA ST, SAN FRANCISCO, CA, 94110",FLORIDA ST,9,Mission,MISSION,37.75331027335,-122.410207281311,"(37.75331027, -122.41020728)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581652/photos
10581653,03/09/2019 11:31:02 AM,03/09/2019 11:53:45 AM,03/09/2019 11:53:45 AM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Mattress,"1186 FLORIDA ST, SAN FRANCISCO, CA, 94110",FLORIDA ST,9,Mission,MISSION,37.752923201805,-122.410087902213,"(37.7529232, -122.4100879)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581653/photos
10581660,03/09/2019 11:33:00 AM,03/09/2019 12:57:00 PM,03/09/2019 12:57:00 PM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Hazardous Materials,Glass,"38 ALMA ST, SAN FRANCISCO, CA, 94117",ALMA ST,5,Ashbury Heights,PARK,37.763397216797,-122.448768615723,"(37.76339722, -122.44876862)",Phone,
10581657,03/09/2019 11:33:00 AM,03/09/2019 12:26:46 PM,03/09/2019 12:26:46 PM,Closed,Officer responded to request under CAD # 190681398.  Citation was issued.,Parking Enforcement Dispatch Queue,Parking Enforcement,Parking_on_Sidewalk,Blue - BMW - 7XJZ893,Intersection of 17TH ST and CAROLINA ST,17TH ST,10,Potrero Hill,SOUTHERN,37.764887635531,-122.400587172463,"(37.76488764, -122.40058717)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581657/photos
10581659,03/09/2019 11:33:00 AM,03/11/2019 05:29:29 PM,03/11/2019 05:29:29 PM,Closed,"Encampment Removed
Close Note: SUBJECT was cited",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"1162 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,3,Lower Nob Hill,NORTHERN,37.788351992815,-122.419422644264,"(37.78835199, -122.41942264)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581659/photos
10581663,03/09/2019 11:34:00 AM,03/15/2019 06:00:00 AM,03/15/2019 06:00:00 AM,Closed,3-14-19 VEH GOA @ 1055 HOURS #211,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,White  - Ford -  - 5U03258,"818 RIVERA ST, SAN FRANCISCO, CA, 94116",RIVERA ST,7,Golden Gate Heights,TARAVAL,37.746932983398,-122.475296020508,"(37.74693298, -122.47529602)",Phone,
10581667,03/09/2019 11:35:49 AM,03/09/2019 12:18:02 PM,03/09/2019 12:18:02 PM,Closed,Pickup completed.                                 33AV CABRILLO 1 P C S OF FURNITHER; 37AV ANZA BOX,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"800 40TH AVE, SAN FRANCISCO, CA, 94121",40TH AVE,1,Outer Richmond,RICHMOND,37.773680590552,-122.500181905622,"(37.77368059, -122.50018191)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581667/photos
10581670,03/09/2019 11:36:00 AM,03/10/2019 11:54:56 AM,03/10/2019 11:54:56 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"898 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94110",SOUTH VAN NESS AVE,9,Mission,MISSION,37.758908603886,-122.41707310636,"(37.7589086, -122.41707311)",Web,
10581672,03/09/2019 11:37:00 AM,03/26/2019 04:00:06 PM,03/26/2019 04:00:06 PM,Closed,Completed,AT and T - Graffiti Queue,Graffiti,Graffiti on ATT_Property,ATT_Property - Offensive,Intersection of 20TH ST and SHOTWELL ST,20TH ST,9,Mission,MISSION,37.758906828638,-122.415695478296,"(37.75890683, -122.41569548)",Web,
10581674,03/09/2019 11:38:00 AM,03/09/2019 11:48:59 AM,03/09/2019 11:48:59 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"295 DOUGLASS ST, SAN FRANCISCO, CA, 94114",DOUGLASS ST,8,Eureka Valley,MISSION,37.7592304,-122.4389084,"(37.7592304, -122.4389084)",Web,
10581680,03/09/2019 11:39:00 AM,03/11/2019 07:56:00 AM,03/11/2019 07:56:00 AM,Closed,,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"180 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,6,South of Market,SOUTHERN,37.773563333333,-122.416253333333,"(37.77356333, -122.41625333)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581680/photos
10581676,03/09/2019 11:39:00 AM,03/10/2019 12:22:28 PM,03/10/2019 12:22:28 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"595 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,8,Dolores Heights,MISSION,37.759518791536,-122.432471098364,"(37.75951879, -122.4324711)",Web,
10581679,03/09/2019 11:39:00 AM,,03/09/2019 11:45:06 AM,Open,open,MUNI Work Queue,MUNI Feedback,MUNI - Conduct_Discourteous_Insensitive_Inappropriate_Conduct,301_Discourtesy_to_Customer,Intersection of GEARY BLVD and COLLINS ST,GEARY BLVD,1,Lone Mountain,RICHMOND,37.782115936279,-122.450088500977,"(37.78211594, -122.4500885)",Phone,
10581678,03/09/2019 11:39:00 AM,03/09/2019 12:05:51 PM,03/09/2019 12:05:51 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"592 SANCHEZ ST, SAN FRANCISCO, CA, 94114",SANCHEZ ST,8,Dolores Heights,MISSION,37.759584364162,-122.430571682526,"(37.75958436, -122.43057168)",Web,
10581686,03/09/2019 11:40:00 AM,03/10/2019 09:48:21 AM,03/10/2019 09:48:21 AM,Closed,3/10/19 inspected property graffiti not found.dd,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"319 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,6,South of Market,SOUTHERN,37.771553333333,-122.413611666667,"(37.77155333, -122.41361167)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581686/photos
10581687,03/09/2019 11:40:00 AM,03/10/2019 09:32:37 AM,03/10/2019 09:32:37 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"730 CHURCH ST, SAN FRANCISCO, CA, 94114",CHURCH ST,8,Dolores Heights,MISSION,37.7591101,-122.4284318,"(37.7591101, -122.4284318)",Web,
10581683,03/09/2019 11:40:00 AM,03/10/2019 01:35:35 PM,03/10/2019 01:35:35 PM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"601 SANCHEZ ST, SAN FRANCISCO, CA, 94114",SANCHEZ ST,8,Dolores Heights,MISSION,37.759436265809,-122.430294923279,"(37.75943627, -122.43029492)",Web,
10581688,03/09/2019 11:40:00 AM,03/09/2019 12:05:40 PM,03/09/2019 12:05:40 PM,Closed,Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1174 CAPITOL AVE, SAN FRANCISCO, CA, 94112",CAPITOL AVE,7,Ingleside,TARAVAL,37.72318649292,-122.459045410156,"(37.72318649, -122.45904541)",Phone,
10581681,03/09/2019 11:40:00 AM,03/13/2019 01:33:26 PM,03/13/2019 01:33:26 PM,Closed,,DPW BUF Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"1055 GREENWICH ST, SAN FRANCISCO, CA, 94133",GREENWICH ST,2,Russian Hill,CENTRAL,37.801220094569,-122.416954795004,"(37.80122009, -122.4169548)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581681/photos
10581684,03/09/2019 11:40:19 AM,04/08/2019 11:00:16 PM,04/08/2019 11:00:16 PM,Closed,Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"580 BEALE ST, SAN FRANCISCO, CA, 94107",BEALE ST,6,South Beach,SOUTHERN,37.785421,-122.38873,"(37.785421, -122.38873)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581684/photos
10581692,03/09/2019 11:41:00 AM,03/10/2019 09:41:52 AM,03/10/2019 09:41:52 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,"730 CHURCH ST, SAN FRANCISCO, CA, 94114",CHURCH ST,8,Dolores Heights,MISSION,37.7591101,-122.4284318,"(37.7591101, -122.4284318)",Web,
10581691,03/09/2019 11:41:24 AM,03/11/2019 11:20:02 AM,03/11/2019 11:20:02 AM,Closed,meter shop has closed this request,DPT Meter_Bike Queue,Damaged Property,Damaged Parking_Meter,Parking_Meter,"491 27TH AVE, SAN FRANCISCO, CA, 94121",27TH AVE,1,Outer Richmond,RICHMOND,37.780318027397,-122.486940231288,"(37.78031803, -122.48694023)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581691/photos
10581696,03/09/2019 11:42:00 AM,03/10/2019 08:59:09 AM,03/10/2019 08:59:09 AM,Closed,,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of CHURCH ST and CUMBERLAND ST,CHURCH ST,8,Mission Dolores,MISSION,37.758872599858,-122.428152850262,"(37.7588726, -122.42815285)",Web,
10581699,03/09/2019 11:43:00 AM,03/09/2019 10:10:12 PM,03/09/2019 10:10:12 PM,Closed,Request is a duplicate and has been previously reported as 10576211,DPW Ops Queue,Graffiti,Graffiti on Pole,Pole - Offensive,"697 DOLORES ST, SAN FRANCISCO, CA, 94110",DOLORES ST,8,Mission Dolores,MISSION,37.758364054567,-122.425540333313,"(37.75836405, -122.42554033)",Web,
10581700,03/09/2019 11:43:00 AM,03/09/2019 12:33:39 PM,03/09/2019 12:33:39 PM,Closed,Police Officer responded to request under CAD # 190681428.  Issue reported could not be validated.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,White - Ford - 8DIP551,"251 ROOSEVELT WAY, SAN FRANCISCO, CA, 94114",ROOSEVELT WAY,8,Corona Heights,PARK,37.76586751,-122.44023949,"(37.76586751, -122.44023949)",Phone,
10581697,03/09/2019 11:43:10 AM,03/09/2019 11:43:13 AM,03/09/2019 11:43:13 AM,Closed,The report has been logged and will help the City collect data on double parking and bike lane violations to determine target areas and future enforcement efforts. Thank you.,Parking Enforcement Review Queue,Parking Enforcement,Blocking_Bicycle_Lane,Parking Enforcement,"260 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94102",GOLDEN GATE AVE,6,Tenderloin,TENDERLOIN,37.781855,-122.414916666667,"(37.781855, -122.41491667)",Mobile/Open311,http://mobile311.sfgov.org/reports/10581697/photos
